CENTRO,CIF,GRUPO,U.V.I.,URGENC.,DIRECCIÓN,CPOSTAL,POBLACIÓN,PROVINCIA,COMUNIDAD AUTÓNOMA,TELEFONO,lat,lon
"CLÍNICA DEL RÍO ESTEPONA (DRN HEALTH, S.L.)",B92195486,C2,,,"Avda.Litoral 47-49-51, Edif. Playa del Ángel",29680,ESTEPONA ,MALAGA,ANDALUCIA,952 78 01 00 - 952 80 53 29,36.42675,-5.14745
"CLÍNICA BEIMAN GRANADA (Clínica Beiman Instituto Andaluz Medicina del Deporte, S.L.)",B11878832,C2,,,Alhamar 37,18004,GRANADA,GRANADA,ANDALUCIA,958 23 63 57,37.1715,-3.6074
CLINICA ECOM SLL,B 53581252,C2,NO,NO,C/ ALICANTE  39,03440,IBI,ALICANTE,C VALENCIANA,966552515/677715993,38.6227,-0.5754
IPTEM-Grupo FISIODRID (Fisio Balboa SL) CS-31404,B86678653,C2,N,N,CALLE NUÑEZ DE BALBOA 85,28006,MADRID,MADRID,MADRID,917556156,40.4344,-3.6805
AQUAE (ALBER FISIOTERAPIA Y REHABILITACION S.L.) ,B04483780,C2,NO,NO,PASAJE TORRESTRELLA 20,04740,ROQUETAS DE MAR,ALMERIA,ANDALUCIA,950323435,36.7642,-2.6147
CLINISEV CENTRO MEDICO,J01617232,C,NO,NO,JOSE SARAMAGO 7,41013,SEVILLA,SEVILLA,ANDALUCIA,657 43 72 01,37.3656,-5.9751
CLÍNICA THEIA UT MIGUEL NARANJO ,B91957852,C2,N,N,C/ CANTALOBOS 1,41100,CORIA DEL RÍO,SEVILLA,ANDALUCIA,681972262,37.28053333333333,-6.0523
BONILLA FISIOTERAPIA MIVI,B42927475,C2,N,N,c/ Martinez Catena ed sol/playa portal 6,29640,FUENGIROLA,MÁLAGA,ANDALUCIA,615421131,36.5504,-4.6193
CLINICA NAVARRA (Unitrafic Jaen S.L),B67802876,C2,No,No,"c/ Comunidad Foral de Navarra 14, bajo",23008,JAEN,JAEN,ANDALUCIA,639430239,37.7692,-3.7903
CLINICA SANTA SOFIA,B67816348,C2,,,c/ Granada 2,21002,HUELVA,HUELVA,ANDALUCIA,959374990,37.2686,-6.9524
CLINICA SALVUM,B54933270,C2,,,c/Monte de Santa Pola 15,03130,SANTA POLA ,ALICANTE,VALENCIA,966695374,38.1935,-0.5646
MEDICUR,B41561200,C2,,,c/Jose de la Cámara 3,41018,SEVILLA,SEVILLA,ANDALUCIA,954535000 / 688930350,37.3847,-5.9788
CLINICA GABINETE SANITARIO ANDÉVALO,B21218631,C2,,,c/ Miguel Hernández 39/A,21600,Valverde del Camino,HUELVA,ANDALUCIA,959553515,37.54845,-6.772399999999999
HOSPITAL INTERNACIONAL HCB DENIA,B07060478,A,SI,SI,CAMINO DE GANDIA Nº 45,03501,DENIA,ALICANTE,COMUNIDAD VALENCIANA,966130190,38.5378,-0.1313
CLINICA VALERO,48538970T,C2,,,c/ GARCIA ANDREU 10 BAJO A,03007,ALICANTE,ALICANTE,COMUNIDAD VALENCIANA,658 88 67 02,38.3422,-0.5082
CLÍNICA BEIMAN HUELVA,B11878832,C2,,,"Diseminado Ronda Norte (Campo Fútbol La Orden), 1",21005,HUELVA,HUELVA,ANDALUCIA,959 222 115 - 645 960 631,37.2753,-6.9388
CEFISA TELLEZ S.A.,A84716695,C2,NO,NO,LEON GIL DE PALACIO 2,28007,MADRID,MADRID,MADRID,914341201,40.4066,-3.6724
GESTION SANITARIA VILLALBA SL,B84540954,C2,NO,NO,C/ REAL 35,28400,COLLADO VILLALBA,MADRID,MADRID,910014967,40.6424,-3.9981
CLÍNICA I+TÚ,B10658839,C2,NO,NO,"CALLE LOS ALDERETES, 25",14004,CÓRDOBA,CÓRDOBA,ANDALUCÍA,626305736,37.8916,-4.7727
CREVIC CENTRO DE RECUPERACION Y ESPECIALIDADES VICTORIA,B93683126,C2,N,N,C/FERNANDO EL CATOLICO 13,29013,MALAGA,MALAGA,ANDALUCIA,952262666,36.7202,-4.4203
SALUX Y TRATAMIENTOS 2021 SL (EL EJIDO),B67713917,C2,N,N,C/ BULEVAR DE EL EJIDO 369,04700,ALMERIA,EL EJIDO,ANDALUCIA,636153274,36.79915,-2.8335999999999997
SALUX Y TRATAMIENTOS 2021 SL (ALMERIA),B67713917,C2,N,N,C/ MANUEL AZAÑA 123,04006,ALMERIA,ALMERIA,ANDALUCIA,636153274,36.8381,-2.4597
 SALUX Y TRATAMIENTOS 2021 SL (JAÉN),B67713917,C2,N,N,AV DE GRANADA 8 ETREPLANTA,23001,JAEN,JAEN,ANDALUCIA,636153274,37.7692,-3.7903
SALUX Y TRATAMIENTOS 2021 SL (GRANADA),B67713917,C2,N,N,C/GORRION 7,18014,GRANADA,GRANADA,ANDALUCIA,636153274,37.1933,-3.6156
CENTRO DE ESPECIALIDADES MEDICAS ARTIDENT,B92343383,C2,N,N,C/HAMLET 19 LOC C3,29010,MALAGA,MALAGA,ANDALUCIA,677220728,36.7202,-4.4203
CENTRO MEDICO EL CAMPANARIO (MEDASSIST S.L),B92956523,C2,,,"Avenida de España 22, Local 5, Urb, Sitio de Calahonda",29649,MIJAS COSTA,MALAGA,ANDALUCIA,952 93 33 77/619401570,36.5958,-4.6373
CENTRO MEDICO SANTA EULALIA-Totana (FITRASPORT S.L),B30509723,C2,,,"Calle Cánovas del Castillo , 2",30850,TOTANA,MURCIA,MURCIA,968 424 650,37.7701,-1.5004
CLINICA REGENERO3,Y4382327J,C2,,,"Calle Chiva 20, Bajo",46018,VALENCIA,VALENCIA,VALENCIA,684108376,39.4698,-0.3774
HOSPITAL QUIRONSALUD LUGO,B27016732,B,,SI,C/ Montevideo 23,27001,Lugo,LUGO,GALICIA,982 28 40 40,43.0114,-7.5571
TORREGROSA SALUD,B-66607227,C2,NO,NO,C/ BALDOMER SOL 27,08912,BADALONA,BARCELONA,CATALUNYA,931138993,41.4451,2.2412
"CLINICA SANT ANTONI-HUCASVE,S.L. ",B-08108904,C1,NO,NO,"C/ SAN ELOI,6-8",08038,BARCELONA,BARCELONA,CATALUNYA,932974010,41.359,2.1451
"CASTELLANA REHABILITACION (CASTELLANA SALUD REHABILITACION,S.L.)",B88350939,C2,NO,NO,"Pº CASTELLANA, 177. 1ºC2",28046,MADRID,MADRID,MADRID,915706498,40.4599,-3.6884
CENTRO CLINICO MAIRENA SALUD,J01617232,C,NO,NO,"HERMANAS MIRABAL 4, LOCAL 5",41927,MAIRENA DEL ALJARAJE,SEVILLA,ANDALUCIA,657 43 72 01,37.3446,-6.0639
MPD TRAUMATOLOGIA Y FISIOTERAPIA,31653273Y,C2,NO,NO,CARRERA DEL DUENDE 16,.04005,ALMERIA,ALMERIA,ANDALUCIA,670642054,,
VITALI SALUD,B93342954,C2,NO,NO,C/EDUARDO CARVAJAL 5,29007,MALAGA,MALAGA,ANDALUCIA,650269186,36.7202,-4.4203
CLINICA SORAVILLA LOS SAUCES,B67782938,C2,NO,NO,C/ JOSE ALDEGUER 8,03016,ALICANTE,ALICANTE,COMUNIDAD VALENCIANA,965144791,38.3654,-0.4493
CLINICA GAIAS MADRID,B15672850,C2,N,N,"CALLE GENERAL ARRANDO, 30",28010,MADRID,MADRID,MADRID, 881850090 ,40.4329,-3.698
CLINICA GAIAS LUGO,B15672850,C2,N,N,"RUA QUIROGA BALLESTEROS, 2 BAJO",27001,LUGO,LUGO,GALICIA, 881850090 ,43.0114,-7.5571
CLINICA GAIAS CORUÑA,B15672850,C2,N,N,"AVENIDA CALVO SOTELO, 17",15004,LA CORUÑA,LA CORUÑA,GALICIA, 881850090 ,43.3654,-8.4101
CLINICA GAIAS BARBANZA RIBEIRA,B15672850,C2,N,N,"AVENIDA LA CORUÑA, 53",15960,RIBEIRA,LA CORUÑA,GALICIA, 881850090 ,42.5535,-8.9909
CLINICA GAIAS VIGO CARRAL,B15672850,C2,N,N,"RUA CARRAL, 18",36202,VIGO,PONTEVEDRA,GALICIA, 881850090 ,42.236,-8.7274
CLINICA GAIAS VIGO BALLESTA,B15672850,C2,N,N,"RUA BALLESTA, 8 BAJO",36202,VIGO,PONTEVEDRA,GALICIA, 881850090 ,42.236,-8.7274
CLINICA GAIAS SANTIAGO,B15672850,C2,N,N,"PINTOR XAIME QUESADA, 2-4",15702,SANTIAGO DE COMPOSTELA,LA CORUÑA,GALICIA, 881850090 ,42.8805,-8.5457
CLINICA GAIAS FERROL,B15672850,C2,N,N,"MOUREL, 1",15406,FERROL,LA CORUÑA,GALICIA, 881850090 ,43.484,-8.2087
HOSPITAL VIRGEN DE LA BELLA,A11027554,A,SI,SI,Avenida Las Rosas s/n,21440,LEPE,HUELVA,ANDALUCIA,956 017 672,37.2557,-7.2025
HOSPITAL VIRGEN DE LAS MONTAÑAS,A11027554,A,SI,SI,Avenida Ambulatorio s/n,11650,VILLAMARTIN,CADIZ,ANDALUCIA,956 017 672,36.8598,-5.6448
HOSPITAL SAN RAFAEL,A11027554,A,SI,SI,C/ Diego Arias 2,11002,CADIZ,CADIZ,ANDALUCIA,956 017 672,36.5298,-6.2947
CENTRO MÉDICO Y REHABILITACION PREMIUM MADRID SL,B85303451,C2,NO ,NO ,c/ Victor de la Serna 4,28016,MADRID,MADRID,MADRID,91 510 56 35,40.4582,-3.6724
HOSPITAL PARQUE SAN FRANCISCO,A10122943,A,SI,SI,Ronda de San Francisco s/n,10002,CACERES,CACERES,EXTREMADURA,927 012 200 ,39.4765,-6.3722
HOSPITAL SAN JUAN DE DIOS DE SEVILLA,R4100192F,A,SI,SI,Avenida Eduardo Dato 5,41005,SEVILLA,SEVILLA,ANDALUCIA,955 045 999,37.3813,-5.9654
ADVANCED HEALTH,76656954R,C2,NO ,NO ,"Avenida de la Ilustracion nº 101, Local 3",18016,GRANADA,GRANADA,ANDALUCIA,660 903 875,37.13415,-3.6118
CLINICA RIBERA CIUDAD QUESADA,B54404785,C2,NO ,NO ,"c/ Mallorca 25, locales 9,10, 11",03170,ROJALES ,ALICANTE,C. VALENCIANA,965 725 915,38.08276,-0.73784
REHABILIDOM,B95146536,C2,NO ,NO ,c/ Autonomia 64 BIS 3º Planta,48012,BILBAO,BIZKAIA,PAIS VASCO,94 470 00 20,43.2549,-2.9398
FUNDACION HOSPITAL DE AVILÉS,G33011156,B,NO ,SI,c/ Cabruñana nº 19,33400,AVILES,ASTURIAS,ASTURIAS,985 563 954,43.5547,-5.9248
BEIMAN PAMPLONA,B11878832,C2,NO ,NO ,C/ Soto Azoáin (Edif. los Acebos) 2-199,31013,PAMPLONA,NAVARRA,NAVARRA,948 480 161 - 645 960 631,42.8314,-1.6832
SANDALO FISIOTERPIA S.C,J23733892,C2,NO ,NO ,"Emperador Trajano, 12, Local",23740,ANDUJAR,JAEN,ANDALUCIA,953 810 360,38.0392,-4.0508
CLINICA DE FISIOTERAPIA Y  OSTEOPATIA BEATRIZ PALMA ZAMBRANO,74932963K,C2,NO ,NO ,"Avda. Manuel de Falla, 29",11690,OLVERA,CADIZ,ANDALUCIA,627 422 836 - 956 130 941,36.934,-5.2617
CREU ROJA HOSPITALS PALMA ,Q2866001G,B,N,N,"C/ Pons i Gallarza, Nº 90",07004,PALMA DE MALLORCA,MALLORCA,ILLES BALEARS,971 75 14 45,39.5694,2.6502
C.E.M. LLUCMAJOR (Centro de Especialidades Médicas Llucmajor. S.L.),B07704265,C2,N,N,"Plaza España, Nº 56",07620,LLUCMAJOR,MALLORCA,ILLES BALEARS,971 12 00 64,39.4904,2.8913
CENTRE MÈDIC PUIGCERDA,40460760F,C2,NO,NO,"C.MAJOR,32 2º",17520,PUIGCERDA,GIRONA,CATALUNYA,972883085,42.4242,1.9203
AGRUPACION MEDICA DEL MARESME,B61559514,C2,NO,NO,"C.COLÓN,63 BAIXOS",08301,MATARO,BARCELONA,CATALUNYA,678165123,41.5421,2.4445
XNATURAL,39887717J,C2,NO,NO,"AV.JOSEP FERRER I DOMINGO,23-25",08191,RUBI,BARCELONA,CATALUNYA,935882977,41.4923,2.033
CLINICA CONARES (ACCYSI SL),B87300489,C2,NO,NO,"PLAZA COMUNEROS, 7",28821,COSLADA,MADRID,MADRID,911623214,40.4284,-3.5612
CLINICA LAWRO,B44717031,C2,NO,NO,C/ 8 DE SEPTIEMBRE 6 LOCAL 1,41440,LORA DEL RIO,SEVILLA,ANDALUCIA,854734128,37.67151666666667,-5.508166666666667
CLINICA GESTARTERAPIA M NARANJO ,B13898077,C2,NO,NO,CALLE CLARA CAMPOAMOR LOCAL 3,41900,CAMAS,SEVILLA,ANDALUCIA,955982261,37.3998,-6.0349
CENTRO MEDICO QUIRONSALUD ORIHUELA,B87324844,C2,NO,NO,c/ Extremadura 4,03300,ORIHUELA,ALICANTE,C. VALENCIANA,965300034,38.0859,-0.94545
HOSPITAL UNIVERSITARIO HM RIVAS,A79325858,A,SI,SI,"Avda. de José Hierro, 94        ",28521,RIVAS VACIAMADRID,MADRID,MADRID,912160777,40.2774,-3.2775
CENTRO REHABILITACION ANDARAX,B04419834,C2,NO,NO,Avda. Nicolas Salmeron y Alonso nº 98,04400,ALHAMA DE ALMERIA,ALMERIA,ANDALUCIA,950601032,36.9569,-2.5686
CLINICA PESCADOR,23243039K,C2,NO,NO,c/ Paseo de Parra 35,30880,ÁGUILAS,MURCIA,MURCIA,968076867/692167299,37.4063,-1.5829
CLINICA BEIMAN ALMERIA,B11878832,C2,NO ,NO ,"Carretera de Malaga, 110",04002,ALMERIA,ALMERIA,ANDALUCIA,950 031 690 - 645 960 631,36.8381,-2.4597
INTERKLINIC LA CALA ,B93210581,C2,NO ,NO ,"Boulevard de la Cala, Ed. Carrefour – Local 6",29649,MIJAS,MALAGA,ANDALUCIA,952 599 023,36.5958,-4.6373
MIM SALUT,B675550947,C2,NO,NO,"C/ RAMON I CAJAL,30 BAIXOS",08310,ARGENTONA,BARCELONA,CATALUNYA,609900127,41.553,2.4
FISIC REHABILITACIÓ I SPORTS S.L.,B43373521,C2,NO,NO,"C/ LLUNAS I PUJALS,2",43203,REUS,TARRAGONA,CATALUNYA,977331206,41.1626,1.1101
RUVEM'S RECUPERACIÓ S.L.,B25375817,C2,NO,NO,"AV. DE LA GENERALITAT,2",25230,MOLLERUSA,LLEIDA,CATALUNYA,973712348,41.6167,0.8886
HOSPITAL QUIRONSALUD BADALONA,B87324844,A,SI,SI,"C/ SEU D’URGELL, 77",08911,BADALONA,BARCELONA,CATALUÑA,938689700,41.4519,2.2517
FISIOTERAPIA HLA VISTAHERMOSA,B54933270,C2,NO,NO,C/ PORTA DE LE TAFULLES 38 D Bajo,03203,ELCHE,ALICANTE,C. VALENCIANA,965500005,38.2622,-0.7011
CENTRO MEDICO QUIRONSALUD ELCHE,B87324844,C2,NO,NO,C/ DE LA FIRA 6,03202,ELCHE,ALICANTE,C. VALENCIANA,966310010,38.2622,-0.7011
CENTRO MEDICO QUIRONSALUD GRAN ALACANT,B87324844,C2,NO,NO,AV. FINLANDIA 15,03130,SANTA POLA ,ALICANTE,C. VALENCIANA,966310010,38.1935,-0.5646
CENTRO MEDICO QUIRONSALUD PLAZA EUSKADI,B87324844,C2,NO,NO,PLAZA EUSKADI 7,48009,BILBAO,BIZKAIA,PAIS VASCO,944898030,43.2655,-2.9333
CENTRO LA PROSPERIDAD,A82373051,C2,NO,NO,C/ ANTONIO ZAPATA 3,28002,MADRID,MADRID,MADRID,910820032,40.4465,-3.6751
VITAMI SALUD S.L,B05563267,C2,NO,NO,AV. ALTO ATALAYA 21,30110,MURCIA,MURCIA,MURCIA,658032290,38.01308,-1.1196
CENTRO CLINICO ALCAMEDIC,J01617232,C,NO,NO,C/ AGUSTÍN ALCALÁ Nº8,41500,ALCALÁ DE GUADAIRA,SEVILLA,ANDALUCÍA,657 43 72 01,37.3379,-5.8395
CLINICA ASISTENCIAL MAF  SL,B-53916698,C2,NO,NO,VIRGEN DE LOS DESAMPARADOS 8,03440,IBI,ALICANTE,VALENCIANA,965551094,38.6227,-0.5754
AA CLINICA POZUELO,B87300489,C,NO,NO,"C/ SEVERO MARIA AGUSTIN, 2B",28224,POZUELO DE ALARCON,MADRID,MADRID,917140019,40.4329,-3.8134
QFISIO CENTROS DE FISIOTERAPIA Y OSTEOPATIA S.L,B16287039,C2,NO,NO,Avenida Castilla La Mancha 2,16002,CUENCA,CUENCA,CASTILLA LA MANCHA,969 231 692,40.0751,-2.1426
HOSPITAL CENTRO DE ANDALUCIA,B67387829,A,SI,SI,C/ Pontevedra 10,14900,LUCENA,CORDOBA,ANDALUCIA,957 136 146,37.40737777777778,-4.4862
FISYREC,77327121V,C2,NO,NO,"C/ Navas de Tolosa nº 4-6, Pasaje Lis Palace Local 10",23003,JAEN,JAEN,ANDALUCIA,657 56 06 09,37.7692,-3.7903
CENTRO MEDICO QUIRONSALUD CARTAGENA,B87324844,C2,NO,NO,"C/ANTONIEO LAURET NAVARRO, 968",30203,CARTAGENA,MURCIA,MURCIA,683 548 056,37.6051,-0.9862
JANDA SALUD VEJER,B11792777,C2,NO,NO,C/ Hijuela de Lucas,11150,VEJER DE LA FRONTERA,CADIZ,ANDALUCIA,956447017,36.2581,-5.978
CENTRE MEDICO AXA,B64023872,C2,NO,NO,"GRAN VIA DE LES CORTS CATALANES,657",08010,BARCELONA,BARCELONA,CATALUNYA,932476680,41.3913,2.1749
CENTRES CRUZ NAVARRO S.L. MERIDIANA,B60348596,C2,NO,NO,"AV. MERIDIANA,354 1er.",08009,BARCELONA,BARCELONA,CATALUNYA,932743107,41.3953,2.1698
CENTRES CRUZ NAVARRO S.L. ARIMON,B67242248,C2,NO,NO,"C.ARIMON,8 BAIXOS",08022,BARCELONA,BARCELONA,CATALUNYA,639040923,41.407,2.1346
CENTRE ASSISTENCIAL GRACIA,B67242248,C2,NO,NO,C.l'ALEGRE DE DALT,08024,BARCELONA,BARCELONA,CATALUNYA,639040923,41.4112,2.1588
"CENTRO MEDICO DE ATENCION OSTEOARTICULAR ""MUGISALUD"" 24",B16386419,C2,NO,NO,RODRIGUEZ ARIAS 60,48013,BILBAO,VIZCAYA,PAIS VASCO,"946345218    609351014
",43.2623,-2.9488
Synergia,B16811978,C2,NO,NO,"Camino Viejo de Simancas, 46",47008,Valladolid,Valladolid,Castilla y León,699593095,41.6182,-4.7505
TANDEM FISIOTERAPIA ESPJ,E44959021,C2,NO,NO,c/ Viena 1 Bajo,10001,CACERES,CACERES,EXTREMADURA,927830293,39.4765,-6.3722
POLICLINICA SERRANIA,B92116946,C2,NO,NO,c/ Ollerias 15-17-19,29400,RONDA,MALAGA,ANDALUCIA,952875650 / 952876737,36.73585,-5.1569
CLINICA DEYRE,B64563109,C2,NO,NO,Avenida Valladolid 71,28008,MADRID,MADRID,MADRID,915591174,40.4277,-3.7239
CENTRO MEDICO TORNEO PARQUE,B44644763,C2,NO,NO,"c/ Astronomia, 1 Local 107-108",41015,SEVILLA,SEVILLA,ANDALUCIA,955458515,37.4211,-5.9772
FIMEDIC SANLUCAR C.B,E56568215,C2,NO,NO,Avenida Cabo Noval 75,11540,SAN LUCAR DE BARRAMEDA,CADIZ,ANDALUCIA,722313302,36.776133333333334,-6.361433333333333
HOSPITAL CASAVERDE VALLADOLID,B42685693,C1,NO,NO,C/ Universo 2,47011,VALLADOLID,VALLADOLID,CASTILLA Y LEÓN,625509689,41.6607,-4.7079
CENTRO CLINICO COLINA SALUD,B87585584,C,NO,NO,Plaza Ciudad de Salta 4 local.,28043,MADRID,MADRID,MADRID,639538481,40.4596,-3.646
CLINICA WELLCARE MEDICA,B85687721,C2,NO,NO,"AVDA DE LAS LAGUNAS, 4",28981,PARLA ,MADRID ,MADRID,916644545/ 681934647,40.2379,-3.7741
CLINICA WELLCARE MEDICA ,B85687721,C2,NO,NO,"CRTA UGENA, 9",45200,ILLESCAS,TOLEDO,CASTILLA LA MANCHA,916644545/ 681934647,40.1261,-3.8502
"EV MEDICAL NET,S.L.U",B67391946,C2,NO,NO,"C.DOCTOR BARRAQUER,22-24",08750,MOLINS DE REI,BARCELONA,CATALUNYA,936686321,41.4231,2.032575
ASSISTÈNCIA AVANÇADA BCN S.L.U.,B62081716,C2,NO,NO,"C.ROSELLÓ,435",08025,BARCELONA,BARCELONA,CATALUNYA,93 028 00 50,41.4079,2.1705
HLA CLINICA INTERNACIONAL BARCELONA,B88103189,C2,NO,NO,"C.ANGLÍ,38",08017,BARCELONA,BARCELONA,CATALUNYA,93 611 04 40,41.4093,2.1129
"GRUP MÈDIC GARRAF,S.L.",B62099999,C2,NO,NO,"RAMBLA EXPOSICIÓ,97-99",08800,VILANOVA I LA GELTRU,BARCELONA,CATALUNYA,93 811 58 38,41.2239,1.7251
QUINTERO FISIOTERAPIA ,B13898077,C2,N,N,AVD ANDALUCIA 122,41100,CORIA DEL RIO,SEVILLA,ANDALUCIA,955440249,37.28053333333333,-6.0523
CLINICA INMACULADA TOUCEDO SAN JOSE RINCONADA,28907152 Q,C2,N,N,"AV. VEREDA DE CHAPATALES 3, LOCAL 41",41300,SAN JOSE DE LA RINCONADA,SEVILLA,ANDALUCIA,954440249,37.482683333333334,-5.928816666666666
CLINICA INMACULADA TOUCEDO PINO MONTANO,28907152 Q,C2,N,N,"C/ESPARTEROS 7, bajo A",41015,SEVILLA,SEVILLA,ANDALUCIA,954440249,37.4211,-5.9772
CLINIX LUX 2022,B 13924824,C2,N,N,C/ NICOLAS MAQUIAVELO 1,29006,MALAGA,MALAGA,ANDALUCIA,622307743,36.7202,-4.4203
TRAFIC CAMAS,B91957852,C2,N,N,C/JOSE PAYAN Nº 60,41900,CAMAS,SEVILLA,ANDALUCIA,954440249,37.3998,-6.0349
CLINICA SARMIENTO,B16990822,C2,N,N,C/ ALVAREZ QUINTERO BAJO esq JUAN GONZALEZ,11204,ALGECIRAS,ALGECIRAS,ANDALUCIA,607271558,36.1448,-5.4612
CENTRO DOBLE A,B13898077,C2,N,N,AV/ PEPE LUNA S/N,41220,BURGUILLOS,SEVILLA,ANDALUCIA,955440249,37.5859,-5.9691
HOSPITAL VIAMED FUENSANTA,B84520808,A,SI,SI,c/Arturo Soria 17,28027,MADRID,MADRID,MADRID,605367206,40.4401,-3.6437
CLINICA OSTEN,B09680299,C2,NO,NO,Glorieta Plus Ultra 2,41013,SEVILLA,SEVILLA,ANDALUCIA,639649288,37.3656,-5.9751
CLINICA FISANAX,B70756069,C2,NO,NO,"Paseo de los Artilleros 25, Local 2-3",28032,MADRID,MADRID,MADRID,697583657,40.4053,-3.6099
ASISTENCIA SANITARIA DEL SUR S.L. - HOSPITAL METROPOLITANO DE JAEN,B42771378,A,SI,SI,Carretera Cordoba km.5 s/n,23005,JAEN,JAEN,ANDALUCIA,953275565,37.7692,-3.7903
AFFIDEA CLINICA ATENEA ALDAIA,B97235030,C2,NO,NO,"c/ Xest, 32",46960,ALDAIA,VALENCIA,C. VALENCIANA,961561719,39.47125,-0.46295
AFFIDEA CLINICA ATENEA L´ELIANA,B97235030,C2,NO,NO,c/ Tuéjar 37,46183,L´ELIANA,VALENCIA,C. VALENCIANA,960600070,39.5667,-0.5333
AFFIDEA CLINICA ATENEA ALFAFAR,B97235030,C2,NO,NO,"Pl. Alquería de la Culla, 14",46910,ALFAFAR,VALENCIA,C. VALENCIANA,960888181,39.4225,-0.390075
AFFIDEA CLINICA ATENEA TORRENT,B97235030,C2,NO,NO,"Av. Juan Carlos I, 12",46900,TORRENT,VALENCIA,C. VALENCIANA,961561719,39.4362,-0.46725
CLINICA BEMIR,B44644565,C2,NO,NO,Av. Juan XXIII,41710,SEVILLA,SEVILLA,ANDALUCIA,630819129,37.18533333333334,-5.781133333333333
POLICLINICA LA REAL (POLICLINICA MARACENA SL),B06877187,C2,NO,NO,Camino de los Eriales 5,18200,MARACENA,GRANADA,ANDALUCIA,613045254,37.2071,-3.6359
HOSPITAL DE LA REINA VALDEORRAS,G24031114,C2,NO,NO,Rua Academia Dequidt nº 6-8 Bajo,32300,O BARCO DE VALDEORRAS,OURENSE,GALICIA,988320582,42.3609,-7.0138
"DYNAMICS, MOVIMIENTO PARA LA SALUD",48701208L,C2,NO,NO,Plaza Triangular 2 bajo,30009,SANTA MARIA DE GRACIA,MURCIA,MURCIA,722412028,37.987,-1.13
DOS HERMANAS ACTIVAFISIO S.L,B56807399,C2,NO,NO,Av. Adolfo Suarez 16,41704,DOS HERMANAS,SEVILLA,ANDALUCIA,620433746,37.294,-5.9281
PICASSO CENTRO MEDICO S.L,B92717008,C2,NO,NO,Av. Jorge Luis Borges 7 1-A Esquina Orson Welles,29010,MALAGA,MALAGA,ANDALUCIA,952397208,36.7202,-4.4203
CIMEC SALUD,B09702564,C2,NO,NO,Av. del Parque de Cabañeros 3,13005,CIUDAD REAL,CIUDAD REAL,CASTILLA Y LEON,926966446,38.9828,-3.9292
CLINICA RAUL FERNANDEZ,23041180X,C2,NO,NO,c/ Viena 22,30500,MOLINA DEL SEGURA,MURCIA,MURCIA,669456987,38.0546,-1.2076
APANSALUD SERVICIOS MEDICOS S.L      (CEMAJ CENTRO MÉDICO MIRAMADRID),B86247608,C2,NO,NO,CALLE QUEVEDO S/N,28860,PARACUELLOS DE JARAMA,MADRID,MADRID,918844089,40.5035,-3.5278
INSTITUTO PARA LA VIGILANCIA DE LA SALUD.SL  (CEMAJ CENTRO MEDICO COBEÑA) ,B86024940,C2,NO,NO,PLOMO 2,28863,AJALVIR,MADRID,MADRID,918844089,40.5672,-3.5059
HOSPITALES TERAPIA MULTIMODAL DEL DOLOR SL ( KLINIK ) ,B54869128,C2,NO,NO,LOS MONTESINOS 10,03015,ALICANTE,ALICANTE,VALENCIANA,676748656,38.3681,-0.4696
CLINICA ABLA ,B-83026039,,,,C/ COLOMBIA 6,28823,COSLADA ,MADRID ,MADRID ,916198353,40.4318,-3.5395
CLINIARABIAL ESPECIALIDADES MÉDICAS,B01617232,C,NO,NO,C/ Ángel Barrios n.º 5 Bajo,18004,GRANADA,GRANADA,ANDALUCIA,657 43 72 01,37.1715,-3.6074
CORPORACION PROSALUS SL,B 02551397,C2,NO,NO,POETA TOMAS PRECIADO 31,02403,HELLIN,ALBACETE,C LA MANCHA,967307819,,
"CINDESA, INGENIERIA DE SISTEMAS SL,  CLINICA PARQUE DE LAS NACIONES",B 53291248,C2,NO,NO,ROMDA CESAR CANOVAS GIRADA 12,31821,TORREVIEJA,ALICANTE,C VALENCIANA,965708404,,
CENTRO MEDICO RECOLETAS SALUD JARDIN BOTANICO,B34002592,C2,NO,NO,C/ Hierbabuena nº 5,47009,VALLADOLID,VALLADOLID,CASTILLA Y LEON,983516051,41.6622,-4.7408
DIAGNOSTICO POR IMAGEN SÍNGILIS S.L,B14921720,C2,NO,NO,C/ Maestro Francisco Vila nº 35,14500,PUENTE GENIL,CORDOBA,ANDALUCIA,604262892,37.374225,-4.7482
CENTRO MEDICO RETAMARINA,F04802815,C2,NO,NO,Paseo del Toyo nº 138,04131,RETAMAR,ALMERIA,ANDALUCIA,671783061,36.8445,-2.3073
CIRNA - Centro Integral de Rehabilitacion Avanzada,B33266149,C2,NO,NO,Aldea Los Escalones 47A,33193,OVIEDO,OVIEDO,ASTURIAS,985 259 259,43.34030588235294,-5.892417647058823
HOSPITAL PARQUE MARAZUELA,B85375285,B,NO,SI,Avenida Extremadura nº 5,45600,TALAVERA DE LA REINA,TOLEDO,CASTILLA LA MANCHA,925815281,39.9635,-4.8308
CLINICA VERBO,E73824021,C2,NO,NO,Alameda Menchiron nº 1 Bajo,30800,LORCA,MURCIA,MURCIA,968115133,37.67165,-1.69785
PROAMED TOMELLOSO,B16394934,C2,NO,NO,c/ Santos Burillo 21,13700,TOMELLOSO,CIUDAD REAL,CASTILLA LA MANCHA,633639568,39.1574,-3.0191
